,Token,Frequency_2016,Frequency_2017,Frequency_2018,StandardDeviation,Mean,MeanMinusStdev
55,agreement,0.0014379995490456968,0.0016596121515594154,0.0,0.0007356982580629857,0.0010325372335350375,0.0002968389754720518
52,Preview,0.0015199466313492735,0.001502952597429913,0.0,0.0007125379576212982,0.0010076330762597287,0.00029509511863843056
53,Olympics,0.0015123407644288816,0.0,0.0014384934320923245,0.0006961713845837512,0.000983611398840402,0.0002874400142566508
54,Q2,0.0014615532014443295,0.0011579026767025485,0.0,0.0006297336306851453,0.0008731519593822926,0.00024341832869714732
76,revenue,0.001114872880201953,0.0012773918505119722,0.0,0.0005677522830792031,0.0007974215769046417,0.00022966929382543853
41,PlayerWatch,0.0018222185037983945,0.0010460288978855312,0.0,0.0007466314749983604,0.0009560824672279752,0.0002094509922296148
84,euros,0.0010287548386194517,0.0009152979505158886,0.0,0.0004605527260995645,0.0006480175963784468,0.0001874648702788823
85,Fitch,0.0010113349498662963,0.0008911825330399351,0.0,0.00045110251252850314,0.0006341724943020771,0.000183069981773574
110,posts,0.0008415523721594847,0.0013277985126045667,0.0,0.0005485024657353565,0.0007231169615880172,0.0001746144958526607
106,issue,0.000852838497267163,0.000845490163085497,0.0,0.0004003111451401131,0.0005661095534508867,0.00016579840831077353
119,board,0.0008037683881033446,0.0009114902530196854,0.0,0.0004066751506280594,0.0005717528803743433,0.00016507772974628393
112,H1,0.0008305115975976256,0.0008463967577274501,0.0,0.0003953042883580038,0.0005589694517750252,0.00016366516341702146
134,month,0.0007559250316686217,0.0008306220109574654,0.0,0.00037519405605708576,0.0005288490142086957,0.00015365495815160995
139,appoints,0.0007355609363656371,0.0007929076738522149,0.0,0.00036102340931505286,0.000509489536739284,0.00014846612742423114
127,sale,0.0007718728171468627,0.0007279954974883702,0.0,0.0003539758794974576,0.0004999561048784109,0.00014598022538095336
147,percent,0.0007159328927001098,0.0007065998639382761,0.0,0.00033531583453239467,0.0004741775855461286,0.00013886175101373395
158,Syria,0.0006810931151937987,0.0,0.0007273985968731893,0.00033252247174373015,0.00046949723735566267,0.00013697476561193251
160,falls,0.0006729965471817687,0.0007314405571277921,0.0,0.00033188775603082177,0.00046814570143652025,0.00013625794540569848
165,offering,0.0006617104220740904,0.0007455834335422611,0.0,0.0003334649775225242,0.00046909795187211723,0.00013563297434959304
148,gets,0.0007134793872419188,0.0006647151914800411,0.0,0.0003254530293114088,0.0004593981929073199,0.00013394516359591113
305,Investment,0.0,0.0006309898707993844,0.0008916903489255821,0.0003743475264025956,0.0005075600732416555,0.00013321254683905989
161,stock,0.0006717697944526733,0.0006902811603831196,0.0,0.00032112742500056885,0.0004540169849452643,0.00013288955994469545
167,capital,0.000660483669344995,0.0006810338950351976,0.0,0.00031631000185018205,0.0004471725214600642,0.00013086251960988218
115,rate,0.0008145638121193847,0.0006179349079552592,0.0,0.00034705437941447923,0.00047749957335821463,0.0001304451939437354
168,investment,0.0006521417507871458,0.0006371547143646657,0.0,0.00030395167825340836,0.0004297654883839372,0.00012581381013052886
145,debt,0.0007235387596205016,0.0005813084844203524,0.0,0.00031298870088156556,0.0004349490813469513,0.00012196038046538576
195,contract,0.0005861424539618102,0.000688649290027604,0.0,0.0003033715126947148,0.0004249305813298048,0.00012155906863509
173,offer,0.0006403649245878295,0.0006057865397530871,0.0,0.0002940597507473183,0.0004153838214469722,0.00012132407069965389
174,group,0.0006398742234961913,0.0006054239018963059,0.0,0.00029385634198826876,0.0004150993751308324,0.00012124303314256366
190,9,0.0006006181361651366,0.0006427756011447752,0.0,0.00029357563302817043,0.0004144645791033039,0.00012088894607513348
192,trading,0.0005932576197905638,0.0006244623893773218,0.0,0.0002873019350268134,0.0004059066697226286,0.00011860473469581516
59,results,0.0014043865242684811,0.0006677976132626818,0.0,0.0005735676251559133,0.000690728045843721,0.00011716042068780767
179,company,0.0006231903863804931,0.000565896375507149,0.0,0.0002812447667011683,0.0003963622539625474,0.00011511748726137906
123,private,0.0007971439233662291,0.00054595129338418,0.0,0.000332766015002344,0.0004476984055834697,0.0001149323905811257
201,price,0.0005753470299457702,0.0005929128958373526,0.0,0.0002754548695768057,0.00038941997526104093,0.00011396510568423523
183,vote,0.0006175473238266539,0.0005506655855223363,0.0,0.0002767008916908748,0.0003894043031163301,0.0001127034114254553
303,Co,0.0,0.0006507536339939628,0.001409648315319767,0.0005760507117322224,0.0006868006497712433,0.00011074993803902096
194,cuts,0.0005893320110574584,0.0005385172173201642,0.0,0.00026664482324492277,0.00037594974279254084,0.00010930491954761807
178,quarter,0.0006261345929303221,0.0005250996166192578,0.0,0.00027446558219279907,0.0003837447365165267,0.00010927915432372762
228,y,0.000524314116415399,0.0008460341198706688,0.0,0.00034867730788112455,0.0004567827454286893,0.00010810543754756474
208,attack,0.0005552282851886047,0.00054595129338418,0.0,0.0002595781462292397,0.00036705985952426154,0.00010748171329502183
226,acquire,0.0005245594669612181,0.0005885612415559775,0.0,0.00026366291539510765,0.00037104023617239853,0.00010737732077729088
222,qtrly,0.0005302025295150573,0.0009007924362446384,0.0,0.0003696663081557558,0.0004769983219198985,0.00010733201376414273
203,financial,0.0005711760706668456,0.0005158523512713358,0.0,0.0002572086195942759,0.0003623428073127271,0.00010513418771845124
237,expects,0.0005044407222040526,0.0006052425829679152,0.0,0.0002647724477082742,0.0003698944350573226,0.0001051219873490484
200,cut,0.0005753470299457702,0.000504066620925945,0.0,0.000256079037258498,0.00035980455029057165,0.00010372551303207368
233,files,0.0005167082494950073,0.0005434128283867112,0.0,0.00025011065366380516,0.0003533736926272395,0.00010326303896343434
224,loan,0.00052676762187359,0.0005269128059031641,0.0,0.0002483548656341713,0.000351226809258918,0.00010287194362474674
250,seeks,0.0004828498741719726,0.0006075997290369934,0.0,0.00026201865031214044,0.0003634832010696554,0.00010146455075751496
315,S,0.0,0.0004799512034499915,0.0006458797886029181,0.0002738706414815614,0.0003752769973509699,0.0001014063558694085
245,election,0.0004892289883632689,0.0005669842890774928,0.0,0.00025096747773030865,0.0003520710924802539,0.00010110361474994524
246,notes,0.0004882475861799926,0.0005593688940850864,0.0,0.00024862678534495416,0.000349205493421693,0.00010057870807673883
311,House,0.0,0.0005127699294886952,0.0005104331533230829,0.00024117316626165233,0.0003410676942705927,9.989452800894037e-05
258,June,0.0004730358523392089,0.0006135832536738841,0.0,0.0002624671193818046,0.00036220636867103094,9.973924928922636e-05
231,credit,0.0005181803527699218,0.0004971765016471011,0.0,0.00023947547161540833,0.00033845228480567437,9.897681319026604e-05
216,names,0.0005473770677223937,0.00047741273845252274,0.0,0.00024322819291888698,0.0003415966020583055,9.836840913941852e-05
239,approval,0.0004953627520087462,0.0005064237669950231,0.0,0.00023616652173781363,0.00033392883966792313,9.77623179301095e-05
211,buys,0.000550811975363861,0.00047179185167241325,0.0,0.00024317930363712531,0.00034086794234542474,9.768863870829943e-05
204,drug,0.0005650423070213683,0.00046508305132196006,0.0,0.00024620833683667957,0.0003433751194477761,9.716678261109652e-05
260,acquisition,0.00047180909961011346,0.0005328963305400548,0.0,0.00023812087858449103,0.00033490181005005614,9.678093146556511e-05
209,zlotys,0.0005530201302762328,0.00046290722418127254,0.0,0.0002422658545516639,0.0003386424514858351,9.637659693417121e-05
187,case,0.0006067518998106139,0.000454385234546913,0.0,0.0002577314299769396,0.0003537123781191757,9.598094814223607e-05
317,Ltd,0.0,0.000463632499894835,0.0005342617280482391,0.0002369667526809452,0.0003326314093143581,9.566465663341287e-05
273,chairman,0.0004521810559445861,0.0006192041404539936,0.0,0.000261571784425862,0.00035712839879952656,9.555661437366458e-05
319,No,0.0,0.0004614566727541475,0.0007637685267168488,0.0003140553879455943,0.0004084083998236654,9.43530118780711e-05
264,20,0.00046837419196864614,0.000498264415217445,0.0,0.00022816544597193005,0.00032221286906203035,9.40474230901003e-05
218,gold,0.0005414886546227355,0.0,0.0004452181067068659,0.0002358665215801344,0.00032890225377653375,9.303573219639934e-05
251,30,0.0004826045236261535,0.00047034130024528826,0.0,0.0002246672728944699,0.00031764860795714726,9.298133506267737e-05
252,source,0.0004823591730803344,0.00046816547310460073,0.0,0.00022411572982154648,0.0003168415487283117,9.272581890676522e-05
249,SEC,0.00048334057526361074,0.0004580116131147256,0.0,0.00022211966388704658,0.00031378406279277874,9.166439890573216e-05
331,past,0.0,0.00042773135207349074,0.0005881895550578031,0.000248253431694009,0.000338640302377098,9.038687068308902e-05
297,receives,0.00043009950682086786,0.0005227424705501796,0.0,0.00022774937370642262,0.00031761399245701583,8.986461875059321e-05
276,issues,0.0004507089526696716,0.0004707039381020695,0.0,0.00021733245316893116,0.000307137630257247,8.980517708831587e-05
268,Gold,0.00046248577886898797,0.0,0.00045274291977796783,0.00021575813886242606,0.00030507623288231856,8.93180940198925e-05
329,Africa,0.0,0.0004302698170709595,0.0004978917982045796,0.00022050474687107768,0.0003093872050918464,8.888245822076871e-05
210,Factors,0.0005530201302762328,0.0004195720002959125,0.0,0.00023562690171783095,0.00032419737685738175,8.85704751395508e-05
272,non,0.00045389850976531974,0.0004485830288384129,0.0,0.00021272800715846482,0.00030082717953457756,8.809917237611274e-05
236,Chinese,0.0005093477331204345,0.0004175774920836156,0.0,0.00022166738152008122,0.0003089750750680167,8.730769354793548e-05
288,probe,0.000441140281382727,0.0004536599588333505,0.0,0.00021096836214375746,0.00029826674673869247,8.7298384594935e-05
238,trial,0.0004968348552836608,0.00041467638922936553,0.0,0.0002174476679707953,0.0003038370815043421,8.638941353354682e-05
259,second,0.0004720544501559325,0.00041993463815269373,0.0,0.00021131781726313635,0.0002973296961028754,8.601187883973906e-05
286,years,0.0004426123846576415,0.0,0.00042013539646985936,0.00020355853360129984,0.00028758259370916694,8.40240601078671e-05
293,REFILE,0.0004318169606416015,0.0,0.0004213895319817097,0.00020114775012688554,0.0002844021642077704,8.325441408088484e-05
306,2018,0.0,0.0006221052433082436,0.0022825266315675942,0.0009634395526305175,0.0009682106249586127,4.771072328095213e-06
336,euro,0.0,0.0004143137513725843,0.0,0.00019530937542292773,0.00013810458379086144,-5.7204791632066285e-05
335,Shanghai,0.0,0.0004210225517230375,0.0,0.00019847193423721583,0.00014034085057434582,-5.813108366287001e-05
430,31,0.0,0.0,0.00042264366749356,0.0001992361355401658,0.00014088122249785332,-5.835491304231248e-05
429,amid,0.0,0.0,0.00042389780300541033,0.00019982734069013663,0.0001412992676684701,-5.852807302166653e-05
334,ban,0.0,0.00042428629243406883,0.0,0.00020001047636308575,0.0001414287641446896,-5.8581712218396144e-05
332,calls,0.0,0.0004253742060044126,0.0,0.00020052332373837568,0.00014179140200147087,-5.873192173690481e-05
428,Oil,0.0,0.0,0.0004276602095409613,0.00020160095614004905,0.00014255340318032044,-5.90475529597286e-05
427,official,0.0,0.0,0.0004276602095409613,0.00020160095614004905,0.00014255340318032044,-5.90475529597286e-05
426,Be,0.0,0.0,0.00042891434505281165,0.00020219216129001988,0.00014297144835093722,-5.9220712939082653e-05
330,was,0.0,0.00042918190350061574,0.0,0.00020231828955189054,0.00014306063450020525,-5.925765505168529e-05
299,rights,0.0004293634551834106,0.0,0.0,0.00020240387383591726,0.00014312115172780354,-5.928272210811372e-05
298,day,0.00042960880572922964,0.0,0.0,0.00020251953319239493,0.00014320293524307655,-5.931659794931838e-05
425,Contract,0.0,0.0,0.000430168480564662,0.0002027833664399907,0.000143389493521554,-5.9393872918436704e-05
296,sells,0.00043034485736668696,0.0,0.0,0.00020286651126182796,0.00014344828578889565,-5.941822547293231e-05
328,FDA,0.0,0.0004306324549277408,0.0,0.0002030020860522772,0.00014354415164258025,-5.945793440969695e-05
295,gains,0.0004310809090041442,0.0,0.0,0.00020321348933126097,0.00014369363633471473,-5.951985299654624e-05
424,firms,0.0,0.0,0.0004326767515883626,0.00020396577673993235,0.00014422558386278754,-5.9740192877144805e-05
423,Into,0.0,0.0,0.0004326767515883626,0.00020396577673993235,0.00014422558386278754,-5.9740192877144805e-05
422,15,0.0,0.0,0.00043393088710021296,0.00020455698188990315,0.00014464362903340432,-5.991335285649883e-05
291,rates,0.00043402511555397334,0.0,0.0,0.00020460140160899297,0.0001446750385179911,-5.992636309100187e-05
290,economy,0.0004342704660997924,0.0,0.0,0.00020471706096547059,0.00014475682203326414,-5.9960238932206446e-05
327,Sept,0.0,0.0004346214713523346,0.0,0.00020488252642834038,0.00014487382378411154,-6.000870264422884e-05
420,Enters,0.0,0.0,0.00043769329363576394,0.00020633059733981562,0.00014589776454525464,-6.043283279456098e-05
421,Technologies,0.0,0.0,0.00043769329363576394,0.00020633059733981562,0.00014589776454525464,-6.043283279456098e-05
419,Street,0.0,0.0,0.0004414557001713149,0.00020810421278972806,0.00014715190005710498,-6.095231273262308e-05
418,Company,0.0,0.0,0.0004414557001713149,0.00020810421278972806,0.00014715190005710498,-6.095231273262308e-05
287,boost,0.00044212168356600335,0.0,0.0,0.00020841816037275596,0.0001473738945220011,-6.104426585075486e-05
417,Partners,0.0,0.0,0.00044270983568316525,0.0002086954179396989,0.00014756994522772176,-6.112547271197713e-05
416,Chairman,0.0,0.0,0.00044396397119501554,0.0002092866230896697,0.0001479879903983385,-6.129863269133118e-05
415,Pharmaceutical,0.0,0.0,0.00044396397119501554,0.0002092866230896697,0.0001479879903983385,-6.129863269133118e-05
326,executive,0.0,0.00044441269348542847,0.0,0.00020949815280595004,0.00014813756449514283,-6.136058831080721e-05
414,Increase,0.0,0.0,0.0004452181067068659,0.00020987782823964052,0.0001484060355689553,-6.147179267068523e-05
284,take,0.0004455565912074706,0.0,0.0,0.00021003739136344328,0.00014851886373582355,-6.151852762761973e-05
283,rally,0.00044604729229910883,0.0,0.0,0.0002102687100763986,0.00014868243076636962,-6.158627931002899e-05
282,rules,0.000446537993390747,0.0,0.0,0.00021050002878935398,0.00014884599779691566,-6.165403099243831e-05
281,output,0.000446537993390747,0.0,0.0,0.00021050002878935398,0.00014884599779691566,-6.165403099243831e-05
325,income,0.0,0.00044822039098163166,0.0,0.00021129311861946496,0.0001494067969938772,-6.188632162558775e-05
324,HY,0.0,0.0004485830288384129,0.0,0.00021146406774456158,0.00014952767627947097,-6.19363914650906e-05
277,7,0.0004507089526696716,0.0,0.0,0.00021246623784947432,0.00015023631755655718,-6.222992029291714e-05
323,common,0.0,0.0004509401749074911,0.0,0.00021257523705768986,0.00015031339163583036,-6.22618454218595e-05
274,Turkish,0.00045095430321549063,0.0,0.0,0.00021258189720595194,0.00015031810107183022,-6.226379613412172e-05
275,energy,0.00045095430321549063,0.0,0.0,0.00021258189720595194,0.00015031810107183022,-6.226379613412172e-05
322,policy,0.0,0.0004547478724036943,0.0,0.00021437020287120475,0.00015158262413456476,-6.278757873663999e-05
321,senior,0.0,0.00045601710490242867,0.0,0.00021496852480904302,0.00015200570163414288,-6.296282317490014e-05
320,acquires,0.0,0.0004563797427592099,0.0,0.00021513947393413964,0.00015212658091973664,-6.3012893014403e-05
413,Business,0.0,0.0,0.00045775946182536914,0.00021578987973934873,0.00015258648727512305,-6.320339246422568e-05
269,assets,0.0004610136755940734,0.0,0.0,0.0002173239308215363,0.00015367122519802445,-6.365270562351186e-05
412,Senior,0.0,0.0,0.0004615218683609201,0.00021756349518926117,0.00015384062278697336,-6.37228724022878e-05
318,annual,0.0,0.00046308854310966315,0.0,0.00021830203274842777,0.00015436284770322105,-6.393918504520672e-05
267,t,0.0004654299854188171,0.0,0.0,0.00021940579923813432,0.00015514332847293904,-6.426247076519529e-05
266,investors,0.00046592068651045524,0.0,0.0,0.00021963711795108963,0.00015530689550348508,-6.433022244760456e-05
316,power,0.0,0.00046635228382069444,0.0,0.00021984057487429767,0.00015545076127356481,-6.438981360073286e-05
410,Income,0.0,0.0,0.00046653841040832143,0.0002199283157891444,0.0001555128034694405,-6.441551231970393e-05
411,Files,0.0,0.0,0.00046653841040832143,0.0002199283157891444,0.0001555128034694405,-6.441551231970393e-05
409,100,0.0,0.0,0.0004677925459201718,0.00022051952093911524,0.00015593084864005727,-6.458867229905798e-05
408,Hong,0.0,0.0,0.0004703008169438724,0.00022170193123905688,0.0001567669389812908,-6.493499225776608e-05
407,Securities,0.0,0.0,0.00047155495245572275,0.00022229313638902768,0.00015718498415190758,-6.51081522371201e-05
261,global,0.00047156374906429435,0.0,0.0,0.000222297283150076,0.00015718791635476478,-6.510936679531121e-05
406,Kong,0.0,0.0,0.00047782563001497435,0.00022524916213888176,0.00015927521000499146,-6.59739521338903e-05
405,Falls,0.0,0.0,0.00047782563001497435,0.00022524916213888176,0.00015927521000499146,-6.59739521338903e-05
255,April,0.00047843356434722895,0.0,0.0,0.0002255357451314507,0.00015947785478240964,-6.605789034904106e-05
404,Trade,0.0,0.0,0.00048033390103867504,0.00022643157243882342,0.00016011130034622502,-6.63202720925984e-05
314,updates,0.0,0.0004817643927338978,0.0,0.00022710591269090545,0.00016058813091129927,-6.651778177960618e-05
313,approves,0.0,0.0004819457116622884,0.0,0.0002271913872534538,0.00016064857055409613,-6.654281669935767e-05
402,leader,0.0,0.0,0.000484096307574226,0.0002282051878887359,0.00016136543585807534,-6.683975203066055e-05
403,Down,0.0,0.0,0.000484096307574226,0.0002282051878887359,0.00016136543585807534,-6.683975203066055e-05
248,lower,0.0004850580290843444,0.0,0.0,0.00022865854775634765,0.00016168600969478146,-6.697253806156619e-05
247,watch,0.00048653013235925896,0.0,0.0,0.0002293525038952137,0.00016217671078641964,-6.717579310879405e-05
400,Acquisition,0.0,0.0,0.00048660457859792664,0.00022938759818867752,0.00016220152619930887,-6.718607198936865e-05
401,Acquire,0.0,0.0,0.00048660457859792664,0.00022938759818867752,0.00016220152619930887,-6.718607198936865e-05
399,Common,0.0,0.0,0.000487858714109777,0.00022997880333864836,0.00016261957136992565,-6.73592319687227e-05
398,Notes,0.0,0.0,0.000491621120645328,0.00023175241878856077,0.000163873706881776,-6.787871190678477e-05
397,Euros,0.0,0.0,0.0004928752561571783,0.0002323436239385316,0.00016429175205239278,-6.805187188613882e-05
396,inflation,0.0,0.0,0.0004991459337164299,0.00023529964968838573,0.00016638197790547663,-6.89176717829091e-05
312,increase,0.0,0.0005018907937852574,0.0,0.0002365935891337698,0.00016729693126175246,-6.929665787201733e-05
395,Property,0.0,0.0,0.0005079248822993822,0.00023943808573818144,0.00016930829409979406,-7.012979163838738e-05
394,war,0.0,0.0,0.0005116872888349332,0.0002412117011880939,0.0001705624296116444,-7.06492715764495e-05
310,change,0.0,0.0005127699294886952,0.0,0.00024172206288666944,0.00017092330982956504,-7.07987530571044e-05
309,London,0.0,0.0005203853244811014,0.0,0.00024531199451369916,0.0001734617748270338,-7.185021968666536e-05
229,Islamic,0.0005230873636863036,0.0,0.0,0.000246585748010386,0.0001743624545621012,-7.22232934482848e-05
308,enters,0.0,0.0005241930219773047,0.0,0.00024710696032721405,0.00017473100732576824,-7.237595300144581e-05
227,outlook,0.000524314116415399,0.0,0.0,0.00024716404479277444,0.00017477137213846633,-7.23926726543081e-05
225,Clinton,0.0005248048175070372,0.0,0.0,0.0002473953635057297,0.0001749349391690124,-7.246042433671732e-05
223,July,0.0005302025295150573,0.0,0.0,0.00024993986934823844,0.00017673417650501908,-7.320569284321936e-05
221,York,0.0005304478800608764,0.0,0.0,0.0002500555287047161,0.0001768159600202921,-7.323956868442397e-05
393,Attributable,0.0,0.0,0.0005330075925363887,0.0002512621887375978,0.00017766919751212957,-7.359299122546822e-05
392,Management,0.0,0.0,0.0005392782700956403,0.00025421821448745185,0.00017975942336521345,-7.44587911222384e-05
217,yen,0.0005417340051685546,0.0,0.0,0.0002553758591026888,0.00018057800172285152,-7.479785737983727e-05
213,Obama,0.0005498305731805847,0.0,0.0,0.0002591926178664518,0.00018327685772686155,-7.591576013959024e-05
391,Development,0.0,0.0,0.0005555820317496947,0.0002619038814370726,0.00018519401058323155,-7.670987085384105e-05
389,Total,0.0,0.0,0.0005555820317496947,0.0002619038814370726,0.00018519401058323155,-7.670987085384105e-05
390,tariffs,0.0,0.0,0.0005555820317496947,0.0002619038814370726,0.00018519401058323155,-7.670987085384105e-05
388,Expects,0.0,0.0,0.0005568361672615449,0.0002624950865870433,0.0001856120557538483,-7.688303083319502e-05
387,Tax,0.0,0.0,0.0005668692513563475,0.00026722472778680986,0.00018895641711878252,-7.826831066802734e-05
386,tech,0.0,0.0,0.0005819188774985514,0.00027431918958645973,0.0001939729591661838,-8.034623042027592e-05
196,Rio,0.0005836889485036192,0.0,0.0,0.0002751536090603698,0.00019456298283453976,-8.059062622583002e-05
188,placement,0.000601599538348413,0.0,0.0,0.00028359674208323953,0.00020053317944947102,-8.306356263376851e-05
385,Percent,0.0,0.0,0.0006308301624607142,0.00029737619043532167,0.00021027672082023807,-8.70994696150836e-05
384,Dividend,0.0,0.0,0.0006371008400199658,0.0003003322161851757,0.00021236694667332195,-8.796526951185377e-05
383,Signs,0.0,0.0,0.0006471339241147685,0.0003050618573849423,0.00021571130803825617,-8.935054934668615e-05
304,qtr,0.0,0.0006473085743545409,0.0,0.00030514418829752826,0.00021576952478484697,-8.93746635126813e-05
382,Issue,0.0,0.0,0.0006508963306503194,0.00030683547283485475,0.00021696544355010645,-8.98700292847483e-05
381,Yuan,0.0,0.0,0.0006521504661621697,0.0003074266779848256,0.00021738348872072324,-9.004318926410235e-05
380,Year,0.0,0.0,0.0006559128726977208,0.000309200293434738,0.00021863762423257358,-9.056266920216444e-05
379,Stock,0.0,0.0,0.0006596752792332717,0.00031097390888465046,0.0002198917597444239,-9.108214914022657e-05
302,co,0.0,0.0006875613764572603,0.0,0.0003241195411832569,0.00022918712548575343,-9.493241569750346e-05
378,Its,0.0,0.0,0.0006885203960058292,0.00032457162733397926,0.00022950679866860974,-9.506482866536951e-05
377,About,0.0,0.0,0.0006998076156124822,0.0003298924736837167,0.00023326920520416074,-9.662326847955594e-05
376,Sees,0.0,0.0,0.0007487189005746449,0.00035294947453257857,0.00024957296685821495,-0.00010337650767436362
375,Feb,0.0,0.0,0.0007549895781338965,0.00035590550028243267,0.00025166319271129886,-0.00010424230757113381
374,Appoints,0.0,0.0,0.0007574978491575972,0.0003570879105823743,0.0002524992830525324,-0.00010458862752984186
373,Offering,0.0,0.0,0.0007825805593946037,0.00036891201358179063,0.0002608601864648679,-0.00010805182711692271
372,Rises,0.0,0.0,0.0008001384565605083,0.00037718888568138216,0.00026671281885350275,-0.00011047606682787942
371,Y,0.0,0.0,0.0008164422182145625,0.0003848745526310028,0.00027214740607152085,-0.00011272714655948196
370,The,0.0,0.0,0.0008465414704989703,0.00039906347623030244,0.0002821804901663234,-0.00011688298606397901
369,Qtrly,0.0,0.0,0.000852812148058222,0.00040201950198015654,0.0002842707160194073,-0.00011774878596074921
368,By,0.0,0.0,0.0008703700452241266,0.00041029637407974796,0.0002901233484080422,-0.00012017302567170576
367,Qtr,0.0,0.0,0.0008954527554611331,0.00042212047707916437,0.0002984842518203777,-0.00012363622525878666
366,Bln,0.0,0.0,0.0009205354656981397,0.00043394458007858073,0.0003068451552327132,-0.0001270994248458675
365,Board,0.0,0.0,0.0009543971245180985,0.00044990711912779285,0.00031813237483936614,-0.0001317747442884267
364,Jan,0.0,0.0,0.0009732091571958533,0.00045877519637735505,0.00032440305239861774,-0.0001343721439787373
363,Stake,0.0,0.0,0.000975717428219554,0.0004599576066772967,0.0003252391427398513,-0.0001347184639374454
362,Sales,0.0,0.0,0.0009807339702669552,0.00046232242727717993,0.00032691132342231843,-0.0001354111038548615
361,Unit,0.0,0.0,0.0010434407458594717,0.0004918826847757208,0.00034781358195315725,-0.0001440691028225636
360,Revenue,0.0,0.0,0.001094860301845335,0.0005161220959245244,0.000364953433948445,-0.00015116866197607945
359,From,0.0,0.0,0.0012353234791725716,0.0005823370727212561,0.00041177449305752385,-0.0001705625796637323
64,2015,0.0012517784847690062,0.0,0.0,0.0005900940367490571,0.00041725949492300206,-0.00017283454182605507
358,Earnings,0.0,0.0,0.001299284390276938,0.0006124885353697678,0.00043309479675897935,-0.0001793937386107885
357,Shares,0.0,0.0,0.0013180964229546931,0.0006213566126193301,0.00043936547431823106,-0.0001819911383010991
356,Agreement,0.0,0.0,0.0013594828948457539,0.0006408663825683671,0.0004531609649485846,-0.00018770541761978248
355,Posts,0.0,0.0,0.0014811340394952355,0.0006982132821155364,0.0004937113464984119,-0.00020450193561712452
354,Dec,0.0,0.0,0.0015839731514669623,0.0007466921044131436,0.0005279910504889875,-0.00021870105392415612
353,On,0.0,0.0,0.0015914979645380643,0.0007502393353129685,0.0005304993215126881,-0.00021974001380028032
352,Pct,0.0,0.0,0.0016291220298935742,0.0007679754898120932,0.0005430406766311913,-0.00022493481318090183
351,At,0.0,0.0,0.0018197506276948236,0.0008578386726076575,0.0006065835425649412,-0.0002512551300427163
350,As,0.0,0.0,0.0018260213052540752,0.0008607946983575116,0.0006086737684180251,-0.0002521209299394865
349,Loss,0.0,0.0,0.0018373085248607282,0.0008661155447072488,0.0006124361749535761,-0.0002536793697536727
348,Reports,0.0,0.0,0.0019689927536050127,0.0009281920854541851,0.0006563309178683375,-0.0002718611675858475
347,Up,0.0,0.0,0.0020881356272307934,0.0009843565747014126,0.0006960452090769312,-0.0002883113656244814
346,With,0.0,0.0,0.0022185657204632273,0.0010458419102983777,0.0007395219068210757,-0.000306320003477302
333,For,0.0,0.0004248302492192407,0.004014487773432895,0.0018006861027223787,0.0014797726742173786,-0.0003209134285050001
345,And,0.0,0.0,0.002371570252908967,0.0011179689385948175,0.0007905234176363223,-0.0003274455209584952
344,Net,0.0,0.0,0.0025684695282694684,0.001210788147140236,0.0008561565094231562,-0.00035463163771707977
343,Per,0.0,0.0,0.0026487342010278895,0.0012486252767383683,0.0008829114003426298,-0.00036571387639573846
342,Million,0.0,0.0,0.002751573312999616,0.0012971040990359755,0.0009171911043332053,-0.0003799129947027702
307,In,0.0,0.0005823963979906962,0.005083011229529373,0.0022713608888305058,0.0018884692091733566,-0.00038289167965714914
341,Announces,0.0,0.0,0.0030952064432466057,0.00145909431012798,0.0010317354810822018,-0.00042735882904577807
340,Share,0.0,0.0,0.0033008846671900593,0.001556051954723194,0.001100294889063353,-0.00045575706565984106
339,Profit,0.0,0.0,0.0034789719098728055,0.00164000308601905,0.0011596573032909353,-0.0004803457827281148
338,Mln,0.0,0.0,0.004391982562499844,0.002070400435197806,0.0014639941874999478,-0.0006064062476978584
337,Says,0.0,0.0,0.004682942001249119,0.0022075600299910356,0.0015609806670830396,-0.000646579362907996
300,Of,0.0,0.0009006111173162478,0.00914264788138888,0.004114071796057243,0.0033477529995683763,-0.0007663187964888668
301,To,0.0,0.0007330724274833077,0.009092482460914866,0.0041243230904937185,0.003275184962799391,-0.0008491381276943275
